doi,title,abstract,published_year,journal_title,issn_list,publisher,authors,subject,ref_count,source,region,confession,subfield_tags,method_tags,era_tags
10.1515/znw-2025-0014,Zeitschriftenschau,,2025,ZNW,['1613-009X' '0044-2615'],Walter de Gruyter GmbH,[],[],0.0,crossref,de,Academic,,,
10.1515/znw-2025-frontmatter1,Titelseiten,,2025,ZNW,['1613-009X' '0044-2615'],Walter de Gruyter GmbH,[],[],0.0,crossref,de,Academic,,,
10.1515/znw-2025-frontmatter2,Titelseiten,,2025,ZNW,['1613-009X' '0044-2615'],Walter de Gruyter GmbH,[],[],0.0,crossref,de,Academic,,,
10.1558/pomh.27586,Narrating Velvet Revolution,"<jats:p>The Velvet Revolution in 1989 Czechoslovakia marked a profound shift in the historical narratives present in this former socialist federation. In this chapter we focus on historical narratives in the realm of popular music. As state socialism collapsed, music scenes that were once marginalized flourished, reshaping cultural boundaries and contributing to a new historical discourse. This period, analysed through Walter Benjamin’s concept of ‘messianic time’, highlights the role of music in reflecting and influencing the transitional culture. The evolving reception and reinterpretation of protest music during and after the revolution underscore its significance in constructing national identity and navigating postsocialist transformations.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Ondřej Daniel' 'Miroslav Michela'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.27601,Roffa Goddam!,"<jats:p>In 2020, the Black Lives Matter movement spread across the Atlantic. Dutch activists embraced the US movement’s cultural material, incorporating Nina Simone covers and American rap quotes. New music produced to accompany the Dutch protests referenced historical and contemporary US racism. Critics labeled this reliance on US-American memories ‘Americanization’. But musical material produced in the Dutch BLM movement also addressed local concerns, and artists integrated American influences with personal, locally specific reflections. This article explores the implications of the ways in which the soundtrack of the Dutch BLM movement employed memories of US-American racism and resistance. Paying attention to lyrics as well as music, and combining memory studies, social movement studies, and Black Atlantic scholarship, it examines how songs that were (re)produced in the Dutch BLM movement integrated Dutch and US memories of discrimination and resistance into new ‘memoryscapes’ and narratives. The article thus reveals how activists use protest songs to connect past to present and region to region to produce new, politically functional narratives.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Marit Van de Warenburg' 'Thomas Van Gaalen'],[],0.0,crossref,en,Black Theology,,,Contemporary
10.1558/pomh.27630,Songs as archives,"<jats:p>This article explores the historical threads linking two significant tragedies in Nigeria’s history: the ‘Kalakuta Inferno’ of 1977 and the ‘Lekki Massacre’ of 2020. Examining popular music as a vital repository of historical narratives demonstrates how events are historicized, linked, memorialized, and contested through songs. The Kalakuta Inferno refers to the violent attack by the Nigerian military on the late Nigerian musician and activist Fela Anikulapo-Kuti’s Kalakuta Republic commune, while the Lekki Massacre describes the deadly assault by Nigerian soldiers on peaceful demonstrators at the Lekki Toll Gate during the 2020 #EndSARS protests against police brutality. This article confronts the divergent narratives of ‘what happened’ versus ‘what was said to have happened’ by examining reports and commentaries about the events and Fela Kuti’s songs—‘Sorrow, Tears and Blood’ and ‘Unknown Soldier’—which were composed in response to the Kalakuta attack. It highlights how Fela’s songs reflect, reaffirm, and relive painful histories of state-sponsored violence while embedding complex, multilayered meanings within the broader sociopolitical landscape of Nigeria that resonate far beyond its borders. ‘Sorrow, Tears and Blood’ (1977) and ‘Unknown Soldier’ (1979) gained contemporary relevance on social media and the Nigerian consciousness after the massacre, serving as Fela’s posthumous commentary and a conceptual framework for understanding the 2020 event within Nigeria’s histories of state-sponsored violence.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Alaba Ilesanmi'],[],1.0,crossref,en,Black Theology,,,Contemporary
10.1558/pomh.27646,The last best place,"<jats:p>Nestled beneath Glacier National Park, the Flathead Valley of northwestern Montana is home to a rich, working-class, musical culture led by local, professional artists. Through decades of solo and collaborative work, two of the area’s most celebrated artists, Blackfoot songwriter Jack Gladstone and singing cowboy Rob Quist, have written music exploring the history of northwestern Montana and its connection to people and places today. Weaving together ethnographic research and family history with Place Studies, working-class studies, Indigenous ways of knowing, and Hayden White’s ideas about historical narrative, this article shows how musicians in the Flathead Valley have collaboratively developed a song-based historical discourse that allows long-term locals and visitors alike to experience an emplaced understanding of northwestern Montana and its past. I will also discuss how famous cowboy painter Charles M. Russell serves as an inspirational figure and model of artist-as-historian for these musicians as they navigate the current moment of radical changes in the region. Ultimately, I will demonstrate how considering the layers of history present in this music can allow the listener to move beyond assumptions about this place and its history to hear the fears, hopes, struggles, and inspirations of these working-class artists and their audiences. </jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Taylor Ackley'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.27674,‘Places research can’t go’,"<jats:p>This article explores the historiographical dimension of the work of singer, songwriter and multi-instrumentalist Rhiannon Giddens. Beginning with her revivalist endeavors with the Carolina Chocolate Drops, Giddens’s musical practice has evolved from popularizing significance- and value-driven revisions of the historical narrative to crafting a musical equivalent of Saidiya Hartman’s critical fabulation in an effort to recover the voices of enslaved women from lacunary archives. Her reclamation of minstrel music and her use of historical artefacts to imagine non-existent musical records of the past—as a solo artist and in Our Native Daughters—can be understood as Afrofuturist and chronopolitical as they evidence the temporal entanglement which best characterizes the afterlife of slavery. From this point of view, there is ground for considering Giddens’s historical practice as pertaining to the philosophy of history, as her Sankofic look backwards complements historians’ work with a practical past which circumvents the epistemological and emotional limitations of the archive. Being firmly rooted in an understanding of US music and history as always already creolized, Giddens’s revisionist approach and the emancipated futures it conjures up can ultimately be construed as reparational.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Elsa Grassy'],[],0.0,crossref,en,Black Theology,NT,,
10.1558/pomh.27675,‘A whisky for the fallen’,"<jats:p>The post-dictatorship (1985–2000) Uruguayan culture placed the issue of historical and political memory at the center of its collective imaginary. In this context, musical humor emerged as a tool for musicians to assimilate, criticize, and navigate the period. With that in mind, this research aims to analyze the (de)construction and reinterpretation of Uruguayan historical narratives through musical humor in the post-dictatorship period. It examines three songs from the rock band Cuarteto de Nos: ‘El Día que Artigas se Emborrachó’, ‘Tabaré, That’s Right’ and ‘No Somos Latinos’. The analysis focuses mainly on musical elements that refer to ideas, discourses, and stereotypes about Uruguayan culture and other places in Latin America, which interact with the musical elements to generate humor. The inquiry follows three key axes of Uruguayan national identity based on different areas and ideas about uruguayidad, the de-sacralization of relevant characters in the history of Uruguay, and the play with their masculinity/hypermasculinity/femininity. Together, these aspects speak of a society where national myths are no longer enough to sustain the country’s identity.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Colomba Nómez'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.28203,Armed struggle is back in style,"<jats:p>The ‘years of lead’, or anni di piombo, represented a dense moment of political and social tension in Italian history (from the late 1960s well into the 1980s) marked by widespread political violence, terrorism and intense conflict between armed revolutionary left-wing groups, clandestine left-wing organizations, such as the Red Brigades, as well as right-wing paramilitary organizations, the latter often linked to state actors. P38 is an Italian hip hop collective founded in 2020 whose songs and live performances construct an unmistakable visual and thematic parallel with militant left-wing organizations of the 1970s. Their debut record Nuove BR (New Red Brigades, 2021) is a direct reference. Notorious for wearing ski masks during their performances, the group hides behind pseudonyms (Yung Stalin, Jimmy Penthotal), and its name evokes the Walther P38 (the weapon employed by extra-parliamentary left movements). In line with the key themes of this special issue, this article examines how P38 selects and uses different, old and contemporary, musical and extra-musical elements (style, music, lyrics) by simultaneously engaging with and diluting established historical narratives, from the tradition of Italian protest music to a more locally specific interaction of rap music and hip-hop culture, passing via the dynamics of a larger global contemporary history of musical and political protest, rupture and dissent.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Fiamma Mozzetta' 'Peter Sarram'],[],0.0,crossref,en,Black Theology,,,Contemporary
10.1558/pomh.30271,Back in the new 1970s?,"<jats:p>The Marcos dictatorship (1972–1986), characterized by severe human rights abuses, endemic debt, and rising poverty, is currently subject to historical revisionism. Attempts to literally rewrite history and portray the dictatorship as the ‘golden age’ of the Philippines are intricately linked to the return of the Marcos family to national politics. Revisionism capitalizes on a prevailing sentiment of authoritarian nostalgia, a longing for the perceived stability and prosperity of the authoritarian past. In this article, I examine one of the musical responses to the ongoing rewriting of history: the song ‘Dekada 70’ by Zild Benitez. Drawing on music analysis and ethnographic fieldwork, I explore how music contributes to narrating the Philippines’ authoritarian past and, in doing so, counters revisionist narratives and authoritarian nostalgia. I inquire into the song from three complementary perspectives: (1) the use of references to disco and Manila Sound in ‘Dekada 70’ as a critical engagement with authoritarian nostalgia; (2) the song’s challenges to the ‘golden age’ myths; and (3) its temporal regimes, whose cyclical nature serves as a reminder of the dictatorship’s atrocities, cautioning against their potential re-emergence. My analysis aims to contribute to understanding popular music’s role in the writing and rewriting of history by demonstrating how it narrates the past through lyrics and sound, intertextual references, and performance.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Monika E Schoop'],[],0.0,crossref,en,Black Theology,Ethics,,
10.1558/pomh.31270,‘Weird and eery chords’,"<jats:p>Popularized by Native Hawaiian musicians between 1914 and the early 1920s, the Hawaiian steel guitar steadily attracted a constituency of British players, largely amateur but also containing a body of professional and semi-professionals. These were mainly male, typically young and drawn from the lower-middle and working classes. Early audiences often found the ‘strange’ beauty of the instrument, and Hawaiian music more widely, a form of ethnic novelty far preferable to the ‘noise’ of the African-American jazz that arrived alongside it. Steel guitar enjoyed particular popularity from the mid-1930s as British guitarists discovered the jazz and swing-influenced music of a new generation of Hawaiian players and its growing standing saw it, now often in electric form, penetrate a wide range of light and popular music. Its adoption helped democratize the social base of the British guitar community, and, in company with the plectrum guitar, anchor the guitar family more securely in British musical life.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Dave Russell'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.31977,Examining the evolution of K-pop idol groups’ acceptance in France,"<jats:p>Korean pop (K-pop) has emerged as a global phenomenon in the twenty-first century, becoming one of South Korea’s most influential cultural exports. This study examines the evolving acceptance of K-pop idol groups in France, analysing the shift from initial criticism to widespread acceptance through a narrative literature review and content analysis of newspaper articles. Early French media critiques portrayed K-pop groups as artificial, overly commercialized, and promoting unrealistic aesthetic standards, reflecting cultural misunderstandings between France and Korea. However, these criticisms have diminished in recent years, with current media coverage emphasizing the emotional depth and talent of K-pop idols. The study traces this transformation through content analysis, situating it within the broader frameworks of cultural globalization and transnational media flows. The findings underscore K-pop’s role in shaping cultural integration, diplomacy, and media representation, showcasing its impact as a significant global phenomenon.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Eun Ji Park'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.32697,"International Festival of Pop Songs, ‘Bratislavská Lýra’ and the challenges of Eastern European music internationalization","<jats:p>This article deals with the functioning of Eastern European song festivals, which emerged during the boom of European festival culture in the 1960s. It focuses on one of the most important Eastern European shows—the International Festival of Pop Songs ‘Bratislavská Lýra’—which was established in Czechoslovakia in 1966, with particular attention to the issues of internationalization and international exchange of Eastern European pop music mediated by the festivals. Based on an analysis of primary sources, the organization of Lýra is discussed, along with its international publicity, economic background and artistic orientation as well as the cultural political circumstances that determined its basic conception, especially regarding the abandonment of the Czechoslovak pro-Western course and the reassertion of the pro-Soviet policy after the occupation of the country in 1968. The possibilities and distinctiveness of the music scene of the European socialist camp are also considered.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Jan Blüml' 'Ádám Ignácz' 'Ewa Mazierska'],[],1.0,crossref,en,Black Theology,,,
10.1558/pomh.32884,Introduction to the special issue,"<jats:p>Popular music constructs, negotiates, and circulates representations of the past, thereby conveying historical knowledge and contributing to our understanding of the past. In short, popular music writes and rewrites history. Building on the notion that history constitutes an interpretation of past events strung together via narrative, the issue examines the critical role of popular music in constructing and negotiating historical narratives. By analyzing musical examples through various disciplinary and interdisciplinary lenses and drawing from a range of geographical contexts, including Italy, the Netherlands, Nigeria, the Philippines, the United States, and Uruguay, this issue contributes to an understanding of how music narrates the past through lyrics, musical motifs, song structure, genre, sound effects, images, intertextual references, musical instruments, as well as performative practices acknowledging the body as a means of ‘acting out’ of or ‘singing history’. Ultimately, the contributions suggest that history is not a chapter that is closed once it has been written. Instead, the articles demonstrate that when writing and rewriting history through popular music, the past is continually (re)negotiated, actively informing our present and taking a vital role in shaping our future.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Monika E Schoop'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.33831,"The Tenementals, Glasgow: A History (Vol. I of VI)","<jats:p>The Tenementals, Glasgow: A History (Vol. I of VI). Strength in Numbers Records, Glasgow, Scotland, 2024.</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Michael Saren'],[],0.0,crossref,en,Black Theology,OT,,
10.1558/pomh.33909,"Michael Mary Murphy, Pop Music Management: Lessons from the Managers of Number One Albums","<jats:p>Michael Mary Murphy, Pop Music Management: Lessons from the Managers of Number One Albums. Oxon and New York: Routledge, 2025. 164 pp. ISBN 9781032 253749/9781032253725/9781003282846 (hbk/pbk/ebk).</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Guy Morrow'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.34041,"RaShelle R. Peck, Nairobi Hip Hop Flow: Diasporic Blackness and Embodied Performance in the Underground","<jats:p>RaShelle R. Peck, Nairobi Hip Hop Flow: Diasporic Blackness and Embodied Performance in the Underground. Berkeley: University of California Press, 2025. 250 pp. ISBN 9780520389793/9780520386488/9780520386495 (hbk/pbk/ebk).</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Meghan E Ference'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.34066,"Jens Gerrit Papenburg, Listening Devices: Music Media in the Pre-Digital Era","<jats:p>Jens Gerrit Papenburg, Listening Devices: Music Media in the Pre-Digital Era. New York: Bloomsbury, 2025. 344 pp. ISBN 9798765104828 (pbk). $39.95. [2023. ISBN 9781501346705. (hbk) $120.00]</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Richard Elliott'],[],0.0,crossref,en,Black Theology,,,
10.1558/pomh.34221,"Yanto Browning, Music Production in the Music City: The Undersong of Place","<jats:p>Yanto Browning, Music Production in the Music City: The Undersong of Place. New York: Routledge (A Focal Press Book), 2025. 180 pp. ISBN 9781032584652 (pbk).</jats:p>",2025,Journal of Black Theology,['1743-1646' '1740-7133'],Equinox Publishing,['Will Straw'],[],0.0,crossref,en,Black Theology,,,
10.15699/jbl.144.2.2025.1,Challenging Emotion: Is Divine “Regret” (נחם) an Anthropopathism After All?,"<jats:title>Abstract</jats:title>
               <jats:p>Scholars commonly regard God’s “regret” (נחם) in the Hebrew Bible as an anthropopathism, that is, an emotion or feeling projected from the human sphere onto God. In this article, I make the case that this classification is highly problematic from a hermeneutical and semantic perspective. First, I point out that נחם in the sense of “to regret” is more often attested with a divine subject than with a human subject. This allows us to regard נחם niphal/hithpael as a theological terminus technicus, making it rather unlikely that it denotes a concept projected from the human sphere onto God. After that, I examine three key texts that associate YHWH with נחם niphal/hithpael in order to illustrate the multidimensional semantics inherent in this root. From this it follows that what the Hebrew Bible understands by נחם niphal/hithpael is not limited to the emotional aspect. Semantically, it is thus not appropriate to classify divine regret as an anthropopathism, since it does not primarily denote an emotion or feeling. I conclude with some fundamental reflections on the appropriateness of the concept of anthropopathism.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Tobias Schmitz'],[],0.0,crossref,en,Academic,OT,,
10.15699/jbl.144.2.2025.2,The Covenant Code: A New Way of Reading the Writing,"<jats:title>Abstract</jats:title>
               <jats:p>In this article, we propose a new way of reading the Covenant Code in the book of Exodus. We argue for a different way of understanding the ancient writing of the code. Using synchronic, literary criticism of the second half of the Covenant Code (Exod 22:17–23:19 [Eng. 22:18–23:19]), we read the laws as five pericope-triads, rather than independently, on the basis of their repeated literary devices. The resulting parallel pericopes appear as a literary “weave.” The flow of meaning down the weave appears to visualize YHWH’s approach to building a holy nation. The identification of woven composition presents new possibilities for an integrated understanding of the literary context of specific laws. The meaning of any given law is a function of its place in the weave. Therefore, much of this article is directed at developing a more complex understanding of “context” than is usual. We hypothesize that literary weaving was an ancient scribal paradigm in this context, and that applying it to such texts may suggest rhetorical purpose for repetitions and apparent disjunctures.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Paul Hocking' 'Moshe Kline'],[],0.0,crossref,en,Academic,OT,,
10.15699/jbl.144.2.2025.3,From Zaphon to Zion: The Redaction of Psalm 20,"<jats:title>Abstract</jats:title>
               <jats:p>Since the discovery of an alternate version of Ps 20 in Papyrus Amherst 63 XII, 11–19, the psalm has been the subject of multiple redaction-critical studies and historical reconstructions. Recent scholarship has used these two texts to reconstruct a northern Israelite hymn underlying them both. In this article, I use methods derived from inner-biblical discourse and ideological redaction criticism to shift focus from what was original to the poem to what was changed and why. Instead of further reconstructing the Israelite context for the original poem’s composition, I aim to reconstruct the Judahite context for its redaction. Editorial work on the poem was carefully marked using known scribal techniques. Replacements and insertions in the poem were carried out strategically to introduce Judahite ideological fixtures while simultaneously preserving the structure of the original Israelite poem and some of the north’s traditions. The result was a pan-Israelite text imagining the integration of the two communities in Judah. I argue that the most likely context for such a redactional enterprise was among the mixed scribal community that emerged in Judah after the fall of the Northern Kingdom.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Timothy Hogue'],[],0.0,crossref,en,Academic,,,
10.15699/jbl.144.2.2025.4,"Don’t Feel It, Don’t Heal It: Ezekiel 24:15–27 and Divine Dissociation","<jats:title>Abstract</jats:title>
               <jats:p>Many scholars have tried to make sense of and moralize not only Ezekiel’s lack of response in 24:15–27 but also why YHWH would command something so disturbing. While trauma interpretations of Ezekiel are plentiful, no one has yet understood how the coping mechanism and survival adaptation of dissociation symptomatically fits the description of what is embodied and enacted by Ezekiel in this scene. Dissociation, however, should be understood on a spectrum from harmful to helpful, with no purely positive or negative connotations. Yet dissociation, as encouraged or enforced by someone in power, should be understood as abusive. Ultimately, in a holistic understanding of trauma and dissociation, I argue that in the same way that Ezekiel and the people in exile are told to sever themselves from ritual and relational meaning-making processes, as well as from those in Jerusalem, the “meaning” of the passage becomes centered on dissociation. Further, dissociation as the point of the text means that we are severed from meaning as readers and interpreters.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Alexiana Fry'],[],0.0,crossref,en,Academic,,,
10.15699/jbl.144.2.2025.5,Drinking as Slaughter in Obadiah 16,"<jats:title>Abstract</jats:title>
               <jats:p>The metaphor of drinking in Obadiah 16 is variously understood as drinking the cup of the Lord’s wrath, drinking wine in celebration of military victory, drinking wine to self-destruction, or drinking as part of a covenant-making ceremony. In this article, I utilize the tools of conceptual metaphor theory to propose that understanding the metaphor of drinking as the slaughter of warfare coheres better with the broader rhetorical context of the book of Obadiah. The background for understanding the source domain of this metaphor is traced through several passages in the Hebrew Bible: Deut 32:41–43, Isa 34:2–8, 49:26, Jer 46:10, Ezek 39:17–20, and Zech 9:15. Just as Edom engaged in the slaughter of warfare against God’s people, so they will be punished by the slaughter of warfare. In this way the punishment will fit the crime, so supporting the argument of the book.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Anthony R. Petterson'],[],0.0,crossref,en,Academic,OT,,
10.15699/jbl.144.2.2025.6,The נתינים in Tannaitic Literature: The Puzzle and a Proposed Solution,"<jats:title>Abstract</jats:title>
               <jats:p>Tannaitic literature, early rabbinic literature from the first two centuries CE, includes a category of status called נתינים (nǝtînîm; sg. נתין, nātîn). The same term appears in Ezra-Nehemiah, relating to a group of temple laborers. However, the connection between the nǝtînîm of Ezra-Nehemiah and those in Tannaitic literature is tenuous. While the nǝtînîm in Ezra-Nehemiah are presented as an integral part of the community of returnees, in Tannaitic literature, nǝtînîm are considered to have an inferior status and a severe marital prohibition. They are never mentioned in Tannaitic descriptions of the temple and are always appended to ממזרים (mamzērîm), Jews of severely blemished pedigree. Since nǝtînîm are absent from preexilic biblical works and almost never appear in other works from the Second Temple period, it is unclear how and why the nǝtînîm resurface in Tannaitic literature, and what their relationship is to the nǝtînîm of Ezra-Nehemiah. In this article, I propose that the term assumed a new meaning in Tannaitic literature as a Hebraized form of the Greek word νόθοι. While the exact details of the process cannot be fully reconstructed, this suggestion can solve the main difficulties surrounding the nǝtînîm in Tannaitic literature and reveal the complex ways in which biblical terms and pericopes were read and utilized in antiquity.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Yedidah Koren'],[],0.0,crossref,en,Academic,NT,,
10.15699/jbl.144.2.2025.7,Crucifixion as Parodic Parousia: Eschatological Foreshadowing and the Death of Jesus in Mark,"<jats:title>Abstract</jats:title>
               <jats:p>All the gospels narrate the death of Jesus in such a way that his crucifixion by parodic exaltation (so Joel Marcus) becomes a testament to the truth of his messiahship. This article contends that there is a further eschatological dimension to Mark’s account that tends to be overlooked in exegetical discussion: the death of Jesus has been narrated in such a way as to foreshadow the return of the Son of Man. For Mark, then, the cross not only makes a claim about the eschatological “already” but brings to mind the “not yet” that was expected to happen soon: Jesus’s glorious return. I support this reading by identifying overlooked connections between the crucifixion scene and the Sanhedrin trial, locating the death of Jesus within the broader themes of suffering and vindication in Mark, and situating the earliest gospel in the context of related traditions in other Jewish sources about the suffering of the righteous.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Tucker S. Ferda'],[],0.0,crossref,en,Academic,NT,,
10.15699/jbl.144.2.2025.8,Abraham and the Jerusalem Collection: Kinship Diplomacy in Paul’s Letters,"<jats:title>Abstract</jats:title>
               <jats:p>Individually, the Jerusalem collection and Paul’s discourse on Abraham are each quite uncharacteristic of their time. Myths of kinship between Jews and followers of Christ did not circulate frequently in the first century, nor were they necessary for making intelligible a foreign god to non-Jews. Paul employed a much more common strategy in that regard (see, e.g., Rom 3:29). The Jerusalem collection, moreover, is currently without a precise ancient parallel. So far, all proposed civic and collegium analogies show that donors usually lived near the beneficiaries or, in the case of collections for the Jerusalem temple, shared an ethnic identity. Despite difficulties in framing Paul’s Abrahamic myth and the Jerusalem collection individually, these elements become intelligible when studied together and placed in the context of Hellenic kinship diplomacy—so I propose in this study. The richest surviving documentation of kinship diplomacy is on the Xanthian stone (Bousquet, REG 101 [1988]: 14–16 = SEG 38.1476). As a framework for making comprehensible Paul’s discourse on Abraham and the Jerusalem collection, I offer an overview of the 110-line Xanthian inscription and compare it to Paul’s ambassadorial role with the Jerusalem assembly. The Appendix provides a full English translation.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Richard Last'],[],0.0,crossref,en,Academic,NT,,
10.15699/jbl.144.2.2025.9,Who Lies Beneath? Revising Paul Holloway’s Angelic Interpretation of Philippians 2:6–11,"<jats:title>Abstract</jats:title>
               <jats:p>Reading Phil 2:6–11 in the context of the angel-of-the-Lord tradition makes Paul Holloway’s argument for its angelic background more complete, compelling, and decisively Jewish in origin. This tradition’s core interests extend the angelic correlations that are the strength of his argument (divine form, human form, and possession of God’s name) with additional ones (a humble human servant, an implicit incognito human presence, a heightened standing over all) that more fully mirror the condescension cycle of Phil 2:6–11. This angel’s accounts range over the Hebrew Bible to late Second Temple literature, demonstrating its enduring importance for Jewish writers who adopted and adapted this tradition to describe God’s proxy, as well as its availability as a theological resource to describe Jesus’s mission as God’s saving emissary. As a result, Phil 2:6–11 has angelic antecedents that display this christological passage’s thoroughly ethnic interests.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Phillip Munoa'],[],0.0,crossref,en,Academic,NT;OT,,
10.15699/jbl.1441.2025.1a,Introduction to the Presidential Address,,2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Ehud Ben Zvi'],[],0.0,crossref,en,Academic,,,
10.15699/jbl.1441.2025.1b,The Bible in Politics and Politics in the Bible,"<jats:title>Abstract</jats:title>
               <jats:p>This essay has three goals. With the definition of politics as the art of learning to live together (Aristotle and Hannah Arendt), it aims (1) to highlight some reasons why the Bible should be part of our public political conversations at this time of turmoil; (2) to suggest what we, as scholars and members of the SBL, can contribute to such conversations; and (3) to touch on issues of ethics and interpretation, in particular as they pertain to the attitudes toward the Hebrew Bible and toward one another. I examine why renewed attention to placing the Bible in its own cultural and historical settings is a prerequisite and foundational for newer approaches that incorporate the interpreters’ social location and/or ethical priorities. I celebrate the polyphonous nature of current scholarship but call for greater awareness of the ramifications of different forms of interpretation and their unintended consequences. With an emphasis on a hermeneutics of ḥesed alongside other interpretive lenses (such as a hermeneutics of suspicion and a hermeneutics of chutzpah), I invite readers to consider how forms of interpretation and scholarship can best contribute to a society into which one may want to bring children.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Tamara Cohn Eskenazi'],[],0.0,crossref,en,Academic,OT,,
10.15699/jbl.1441.2025.2,A History of Kissing in Ancient Israel: Evidence from the Hebrew Bible,"<jats:title>Abstract</jats:title>
               <jats:p>In this article I investigate when sexual mouth-to-mouth kissing was introduced and rose in prevalence in ancient Israel. Anthropological research shows that the practice of kissing is not universal across cultures, and it is thought to be transmitted to social groups through cultural contact. The presence of kissing in a culture often correlates with social stratification and political centralization. In conversation with these broader findings, and with a focus on textual evidence, I will examine sexual kissing in ancient Israel to evaluate whether there is diachronic change in the absence and presence of sexual kissing in biblical texts. In light of the limited evidence, and difficulties in textual dating, I will consider a range of factors, including texts where sexual kissing is expected but not present, and linguistic phenomena related to the formulations of non-sexual kissing. I will conclude that mouth-to-mouth sexual kissing is evidenced in the postexilic period, with a further argument that the practice was introduced to ancient Israel or rose in prevalence around the sixth century BCE.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Rachelle Gilmour'],[],1.0,crossref,en,Academic,OT,,
10.15699/jbl.1441.2025.3,The Jurisprudential Significance of אשר: A Case Study in Leviticus 10:1–3,"<jats:title>Abstract</jats:title>
               <jats:p>The particle אשר has long been treated as a relative pronoun instead of as a particle of relation. Lexicons and grammars label אשר as a relative pronoun, and consequently the reader is preconditioned to treat each occurrence as such. Yet the contextual usage of the particle serves a broad set of functions. At its core the particle establishes connectivity between clauses and phrases while informing the manner and tenor of relation and restriction. This in turn influences the punctuation (if any) that is best suited for the translation. The particle is therefore hypersensitive to the literary content, the narrative progression, and the conceptual milieus of the biblical author(s). In this article, I examine the two occurrences of אשר in Lev 10:1–3 (with new translations of Lev 10:1 and 3) as a case study of its relational and jurisprudential significance. The study reveals that the particle serves a key role in such contexts by denoting contrast, reason, coextensivity, sequentiality, temporality, and referential unity.</jats:p>",2025,JBL,['0021-9231' '1934-3876'],Society of Biblical Literature/SBL Press,['Ryan C. Chester'],[],0.0,crossref,en,Academic,OT,,
